Model Name,Shadowing,Description,Display As,Dimensions,String Type,String Count,Node Count,Light Count,Est Current (Amps),Channels Per Node, Channel Count,Start Channel,Start Channel No,#Universe(or id):Start Channel,End Channel No,Default Buffer W x H,Preview,Controller Ports,Connection Protocol,Connection Attributes,Controller Name,Controller Type,Protocol,Controller Description,IP,Baud,Universe/Id,Universe Channel,Controller Channel,Active
"Arches",,"Arches-1 Outside, Arches-2, Arches-3, Arches-4","ModelGroup",,,,,,,,,,,,,400 x 46,Default
"Arches Left",,"Arches-1 Outside, Arches-2","ModelGroup",,,,,,,,,,,,,236 x 58,Default
"Arches Right",,"Arches-3, Arches-4","ModelGroup",,,,,,,,,,,,,242 x 59,Default
"Arches-1 Outside","","","Arches","","RGB Nodes",1,100,100,5.50,3,300,#192.168.0.52:301:1,48961,#301:1,49260,50 x 2,"Default",1,ws2811,,"Ethernet_3",HolidayCoro,E131,"",192.168.0.52,,301,1,1,
"Arches-2","","","Arches","","RGB Nodes",1,100,100,5.50,3,300,#192.168.0.52:302:1,49471,#302:1,49770,50 x 2,"Default",2,ws2811,,"Ethernet_3",HolidayCoro,E131,"",192.168.0.52,,302,1,511,
"Arches-3","","","Arches","","RGB Nodes",1,100,100,5.50,3,300,#192.168.0.52:303:1,49981,#303:1,50280,50 x 2,"Default",3,ws2811,,"Ethernet_3",HolidayCoro,E131,"",192.168.0.52,,303,1,1021,
"Arches-4","","","Arches","","RGB Nodes",1,100,100,5.50,3,300,#192.168.0.52:304:1,50491,#304:1,50790,50 x 2,"Default",4,ws2811,,"Ethernet_3",HolidayCoro,E131,"",192.168.0.52,,304,1,1531,
"Down Win L",,"Matrix/Up Win L","ModelGroup",,,,,,,,,,,,,58 x 51,Default
"Down Win L Bottom",,"Matrix-2/Dwn Win L Bottom","ModelGroup",,,,,,,,,,,,,35 x 1,Default
"Down Win L Left",,"Matrix-2/Dwn Win L Left","ModelGroup",,,,,,,,,,,,,1 x 44,Default
"Down Win L Right",,"Matrix-2/Dwn Win L Right","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Down Win L Top",,"Matrix-2/Dwn Win L Top","ModelGroup",,,,,,,,,,,,,35 x 1,Default
"Dwn Win L Shut L",,"Matrix/Up Win L Shut L","ModelGroup",,,,,,,,,,,,,7 x 51,Default
"Dwn Win L Shut L Bottom",,"Matrix-2/Dwn Win L Shut L Bottom","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Shut L Left",,"Matrix-2/Dwn Win L Shut L Left","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Dwn Win L Shut L Mid",,"Matrix-2/Dwn Win L Shut L Mid","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Shut L Right",,"Matrix-2/Dwn Win L Shut L Right","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Dwn Win L Shut L Top",,"Matrix-2/Dwn Win L Shut L Top","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Shut R",,"Matrix-2/Dwn Win L Shut R","ModelGroup",,,,,,,,,,,,,6 x 46,Default
"Dwn Win L Shut R Bottom",,"Matrix-2/Dwn Win L Shut R Bottom","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Shut R Left",,"Matrix-2/Dwn Win L Shut R Left","ModelGroup",,,,,,,,,,,,,1 x 44,Default
"Dwn Win L Shut R Mid",,"Matrix-2/Dwn Win L Shut R Mid","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Shut R Right",,"Matrix-2/Dwn Win L Shut R Right","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Dwn Win L Shut R Top",,"Matrix-2/Dwn Win L Shut R Top","ModelGroup",,,,,,,,,,,,,6 x 1,Default
"Dwn Win L Top",,"","ModelGroup",,,,,,,,,,,,,1 x 1,Unassigned
"Everything",,"Matrix, Matrix-2, Front Door, gutter 1, Peak Left, Peak Right, Tree, end of house, Single Line, Single Line-2, Matrix-3, Arches-1 Outside, Arches-2, Arches-3, Arches-4","ModelGroup",,,,,,,,,,,,,400 x 184,Default
"EverythingButArches",,"end of house, Front Door, gutter 1, Matrix, Matrix-2, Matrix-3, Peak Left, Peak Right, Single Line, Single Line-2, Tree","ModelGroup",,,,,,,,,,,,,400 x 174,Default
"EverythingButTree",,"Arches-1 Outside, Arches-2, Arches-3, Arches-4, end of house, Front Door, gutter 1, Matrix, Matrix-2, Matrix-3, Peak Left, Peak Right, Single Line, Single Line-2","ModelGroup",,,,,,,,,,,,,400 x 184,Default
"Front Door","","66""","Single Line","","RGB Nodes",1,100,100,5.50,3,300,#192.168.0.50:130:1,14791,#130:1,15090,100 x 1,"Default",30,ws2811,,"Ethernet_1",HolidayCoro,E131,"",192.168.0.50,,130,1,14791,
"Horizontals",,"Front Door, Single Line, end of house","ModelGroup",,,,,,,,,,,,,400 x 53,Default
"Keyboard1",,"Matrix/KeyboardLarge1","ModelGroup",,,,,,,,,,,,,18 x 51,Default
"Keyboard2",,"Matrix/KeyboardLarge2","ModelGroup",,,,,,,,,,,,,18 x 51,Default
"Keyboard3",,"Matrix/KeyboardLarge3","ModelGroup",,,,,,,,,,,,,18 x 51,Default
"Keyboard4",,"Matrix/KeyboardLarge4","ModelGroup",,,,,,,,,,,,,18 x 51,Default
"Keyboard5",,"Matrix-2/KeyboardLarge5","ModelGroup",,,,,,,,,,,,,24 x 46,Default
"Keyboard6",,"Matrix-2/KeyboardLarge6","ModelGroup",,,,,,,,,,,,,24 x 46,Default
"Keyboard7",,"Matrix-3/KeyboardLarge7","ModelGroup",,,,,,,,,,,,,25 x 45,Default
"Keyboard8",,"Matrix-3/KeyboardLarge8","ModelGroup",,,,,,,,,,,,,25 x 45,Default
"Matrix","","98"" wide by 62"" tall","Matrix","","RGB Nodes",16,1488,1488,81.84,3,4464,#192.168.0.50:101:1,1,#101:1,7929,48 x 31,"Default",1-16,ws2811,,"Ethernet_1",HolidayCoro,E131,"",192.168.0.50,,101,1,1,
"Matrix-2","","68"" wide by 51""","Matrix","","RGB Nodes",9,900,900,49.50,3,2700,#192.168.0.51:201:1,24481,#201:1,28860,36 x 25,"Default",1-9,ws2811,,"Ethernet_2",HolidayCoro,E131,"",192.168.0.51,,201,1,1,
"Matrix-3","","","Matrix","","RGB Nodes",9,900,900,49.50,3,2700,#192.168.0.51:224:1,36211,#224:1,40590,36 x 25,"Default",0,ws2811,,"Ethernet_2",HolidayCoro,E131,"",192.168.0.51,,224,1,11731,
"Matrixes",,"Matrix, Matrix-2, Matrix-3","ModelGroup",,,,,,,,,,,,,364 x 56,Default
"Outline",,"Front Door, gutter 1, Peak Left, Peak Right, end of house, Single Line, Single Line-2","ModelGroup",,,,,,,,,,,,,400 x 113,Default
"Peak Left","","15'","Single Line","","RGB Nodes",1,90,90,4.95,3,270,#192.168.0.51:210:1,29071,#210:1,29340,90 x 1,"Default",10,ws2811,,"Ethernet_2",HolidayCoro,E131,"",192.168.0.51,,210,1,4591,
"Peak Right","","15'","Single Line","","RGB Nodes",1,90,90,4.95,3,270,#192.168.0.51:212:1,30091,#212:1,30360,90 x 1,"Default",12,ws2811,,"Ethernet_2",HolidayCoro,E131,"",192.168.0.51,,212,1,5611,
"Roof",,"Peak Left, Peak Right, Single Line-2, gutter 1","ModelGroup",,,,,,,,,,,,,400 x 64,Default
"Roof and uprights",,"Front Door, Peak Left, Peak Right, Single Line, Single Line-2, end of house, gutter 1","ModelGroup",,,,,,,,,,,,,400 x 113,Default
"Single Line","","","Single Line","","RGB Nodes",1,49,49,2.69,3,147,#192.168.0.50:131:1,15301,#131:1,15447,49 x 1,"Default",0,ws2811,,"Ethernet_1",HolidayCoro,E131,"",192.168.0.50,,131,1,15301,
"Single Line-2","","","Single Line","","RGB Nodes",1,30,30,1.65,3,90,#192.168.0.50:131:175,15475,#131:175,15564,30 x 1,"Default",0,ws2811,,"Ethernet_1",HolidayCoro,E131,"",192.168.0.50,,131,175,15475,
"Tree","","","Tree","","RGB Nodes",16,800,800,44.00,3,2400,#192.168.0.52:317:1,57121,#317:1,64920,16 x 50,"Default",17-32,ws2811,,"Ethernet_3",HolidayCoro,E131,"",192.168.0.52,,317,1,8161,
"Up Win L",,"Matrix/Up Win L","ModelGroup",,,,,,,,,,,,,58 x 51,Default
"Up Win L Bottom",,"Matrix/Up Win L Bottom","ModelGroup",,,,,,,,,,,,,58 x 1,Default
